Verbal,Quantitative,Analytical_Writing,CGPA,Age,Admitted
510,720,2.0,4.82,23,0
590,750,4.0,3.72,21,0
540,760,5.0,4.2,25,0
600,790,4.5,3.95,25,1
490,720,4.5,3.52,25,0
580,710,3.5,4.77,24,0
670,790,4.0,3.39,23,1
710,680,3.5,4.36,25,0
480,800,6.0,3.51,42,0
590,750,5.5,3.61,22,0
690,770,6.0,4.32,23,1
620,690,6.0,3.76,31,0
500,780,2.5,3.52,21,0
510,780,5.5,3.82,22,0
570,710,6.0,3.38,24,0
480,710,2.5,4.74,21,0
580,750,5.5,4.66,23,0
510,770,4.5,3.85,25,0
550,770,3.5,4.55,20,0
480,800,4.5,3.48,23,0
660,710,2.0,3.42,23,0
500,680,2.0,4.83,42,0
490,680,2.0,3.53,20,0
660,750,2.0,4.75,21,1
620,680,5.0,3.34,22,0
670,720,5.5,3.38,22,0
490,750,4.5,4.09,20,0
620,700,4.5,3.53,25,0
620,770,5.5,3.9,24,1
540,790,3.0,3.69,42,0
490,790,3.0,4.58,23,0
530,720,6.0,4.24,25,0
540,760,2.5,3.31,23,0
520,720,6.0,3.98,25,0
710,690,5.5,4.16,23,0
690,750,5.0,4.12,24,1
590,760,4.5,4.48,23,0
650,800,2.5,4.43,22,1
540,720,6.0,3.73,22,0
590,690,2.0,4.21,22,0
480,740,4.0,4.37,20,0
640,800,2.0,3.32,23,1
500,720,5.5,4.17,24,0
700,710,4.0,4.07,24,0
480,760,4.5,3.39,22,0
650,760,2.5,4.67,36,1
620,800,6.0,3.9,31,1
560,710,3.0,3.37,23,0
700,770,2.5,4.42,22,1
580,740,2.5,4.2,24,0
700,760,3.0,4.44,24,1
520,770,5.5,3.52,21,0
540,770,4.5,4.22,20,0
640,730,2.5,4.45,25,0
510,720,4.0,3.44,42,0
530,680,5.5,3.76,24,0
610,720,5.0,4.21,21,0
620,730,3.0,3.44,21,0
670,690,5.5,3.78,21,0
570,760,4.0,4.4,24,0
510,770,2.5,3.98,21,0
540,730,2.5,3.61,22,0
640,700,5.0,3.52,42,0
570,780,6.0,4.63,23,0
690,780,2.0,4.53,42,1
510,790,2.0,3.52,25,0
610,760,2.0,4.25,31,1
710,680,5.0,3.33,24,0
640,790,5.5,3.82,21,1
610,680,3.5,4.2,21,0
690,710,4.5,4.85,21,0
680,710,2.5,3.91,42,0
630,700,2.0,3.37,31,0
580,800,4.0,4.41,23,0
650,780,5.5,3.63,23,1
530,710,2.5,4.6,25,0
480,710,3.5,4.0,22,0
660,790,3.0,4.82,42,1
580,740,6.0,4.1,42,0
680,800,2.5,4.77,23,1
680,760,6.0,4.23,23,1
690,770,5.0,4.0,25,1
530,770,3.0,3.81,22,0
600,760,6.0,3.35,25,1
590,740,2.0,3.39,42,0
680,700,5.0,3.91,24,0
690,710,4.5,4.23,25,0
550,700,2.0,3.62,24,0
600,750,4.5,4.8,31,1
710,800,4.5,4.1,22,1
590,690,5.5,4.43,23,0
610,800,2.0,3.89,22,1
620,770,3.5,4.09,22,1
490,700,2.5,3.73,21,0
660,800,2.0,3.63,22,1
500,700,3.5,4.22,21,0
510,690,5.5,3.43,21,0
490,740,2.0,4.72,21,0
540,730,6.0,3.88,25,0
690,750,4.0,4.25,22,1
600,760,3.0,4.38,31,1
540,720,2.0,4.11,24,0
610,780,4.5,4.32,20,1
610,730,3.5,3.5,22,0
490,760,2.0,4.38,31,0
590,760,6.0,3.49,23,0
500,740,6.0,3.76,42,0
590,740,2.5,4.51,21,0
710,700,2.0,3.34,23,0
540,700,2.5,4.44,24,0
510,740,3.0,4.72,23,0
720,730,3.0,4.23,31,0
490,800,4.5,4.14,23,0
490,780,5.5,3.96,22,0
610,680,2.5,3.95,22,0
650,710,5.0,3.85,25,0
660,760,3.0,4.3,24,1
620,790,3.0,3.74,22,1
490,800,5.0,4.53,22,0
700,730,2.0,3.34,25,0
550,700,4.5,3.85,21,0
690,800,5.0,4.45,22,1
540,730,3.0,4.74,36,0
620,760,3.5,3.66,24,1
670,690,6.0,4.43,42,0
610,680,5.5,3.84,31,0
630,680,5.0,3.62,36,0
680,680,5.5,3.42,25,0
610,740,5.5,3.87,42,0
660,730,4.0,3.91,20,0
530,800,4.5,3.66,24,0
640,790,5.0,3.82,22,1
660,790,2.5,4.47,21,1
480,770,5.0,3.94,20,0
670,750,5.5,3.61,25,1
680,750,3.0,4.13,22,1
710,680,2.5,3.87,22,0
650,790,4.5,4.2,21,1
620,690,2.5,4.26,24,0
540,700,6.0,3.47,24,0
590,720,3.5,3.4,22,0
570,790,2.5,3.33,36,0
490,730,3.5,4.54,36,0
570,780,6.0,4.03,23,0
520,770,2.0,4.62,24,0
540,760,6.0,4.76,22,0
640,680,5.0,3.61,22,0
660,740,4.0,3.52,22,0
610,780,2.5,3.95,22,1
690,690,5.0,3.53,20,0
520,760,5.0,4.59,23,0
660,750,3.0,4.69,22,1
570,780,5.5,4.0,22,0
500,680,2.5,4.0,42,0
660,740,3.0,3.44,23,0
490,800,2.5,4.26,24,0
540,730,2.0,4.0,22,0
640,690,5.5,3.4,22,0
520,680,6.0,3.43,31,0
630,770,6.0,4.07,21,1
480,680,6.0,3.98,23,0
650,800,5.5,4.68,22,1
560,700,3.5,3.96,31,0
520,740,4.0,4.5,22,0
570,680,4.5,4.03,22,0
480,800,3.0,3.71,25,0
570,790,4.5,4.41,24,0
630,770,2.5,4.17,22,1
480,780,2.0,3.3,22,0
500,780,2.0,3.84,21,0
510,710,3.0,4.2,23,0
600,730,3.5,4.28,20,0
660,750,5.5,4.82,21,1
590,730,4.0,4.38,22,0
670,700,2.5,4.79,36,0
590,690,3.5,4.43,23,0
600,730,5.5,3.32,21,0
490,720,3.0,4.26,42,0
500,690,4.0,4.24,24,0
660,710,4.5,3.81,22,0
540,800,5.0,3.48,23,0
540,800,4.5,4.17,31,0
640,730,3.0,4.25,21,0
670,740,4.5,4.28,20,0
690,740,6.0,4.71,22,0
500,710,4.0,3.81,22,0
600,690,2.5,4.56,23,0
610,750,5.0,3.8,23,1
500,800,6.0,3.81,22,0
570,790,2.5,3.39,21,0
660,730,4.0,4.73,22,0
550,700,4.5,4.04,21,0
530,740,5.0,4.59,22,0
560,710,2.0,3.94,21,0
680,700,3.5,3.59,21,0
560,720,2.0,4.05,22,0
720,680,6.0,3.94,22,0
690,750,4.0,4.38,22,1
610,780,4.0,3.95,22,1
620,720,4.5,4.53,22,0
540,730,2.5,4.38,22,0
500,800,4.0,4.7,22,0
700,750,3.5,4.25,24,1
490,690,4.5,4.17,24,0
540,770,5.5,3.97,24,0
630,740,4.0,4.05,23,0
650,770,6.0,3.7,24,1
530,800,4.5,4.17,21,0
560,790,6.0,4.65,21,0
700,700,2.5,3.52,24,0
610,760,3.5,4.51,36,1
520,680,2.5,4.63,24,0
580,760,2.0,3.61,23,0
700,750,5.5,4.7,25,1
630,750,3.0,4.34,22,1
660,700,5.0,3.98,22,0
490,800,6.0,4.1,21,0
490,710,5.0,3.55,23,0
700,720,2.0,3.54,20,0
660,740,4.5,4.35,22,0
580,690,4.5,4.18,23,0
610,790,4.0,4.54,24,1
650,790,6.0,4.12,23,1
690,750,5.0,3.8,25,1
680,750,6.0,4.82,22,1
640,690,3.5,4.64,22,0
610,690,2.0,4.11,22,0
700,760,3.5,3.46,21,1
600,700,2.5,3.91,23,0
530,800,2.5,3.57,25,0
660,700,5.5,4.79,21,0
480,770,2.0,4.71,21,0
650,740,4.0,3.63,23,0
490,680,5.0,3.64,24,0
710,790,3.0,4.79,42,1
600,710,5.5,4.33,22,0
660,790,4.5,3.98,24,1
550,690,3.0,3.31,25,0
580,740,2.5,3.45,21,0
570,720,2.5,4.72,42,0
480,800,2.0,4.39,25,0
700,690,3.5,3.78,24,0
490,760,4.0,4.1,25,0
650,780,3.0,4.4,24,1
550,750,3.5,3.73,22,0
560,780,3.0,4.73,21,0
500,770,3.0,3.56,24,0
550,760,6.0,4.2,21,0
600,770,3.0,3.53,22,1
610,770,5.5,4.36,21,1
670,790,3.5,3.52,20,1
680,730,3.5,3.47,22,0
610,680,4.5,4.34,20,0
640,800,6.0,4.76,22,1
520,760,3.5,4.27,42,0
510,760,6.0,4.42,22,0
680,790,3.0,4.82,24,1
610,800,2.5,3.94,22,1
530,700,2.5,4.13,42,0
490,790,5.0,4.42,25,0
630,700,4.0,4.33,31,0
500,770,5.5,4.19,21,0
700,800,2.5,3.47,23,1
660,720,2.0,4.79,22,0
590,780,2.5,3.49,22,0
590,700,4.0,4.64,36,0
710,720,5.5,3.64,21,0
590,720,4.0,4.77,22,0
690,750,5.0,3.69,24,1
650,680,2.0,4.55,21,0
590,800,5.0,3.88,20,0
710,680,3.0,4.7,22,0
490,770,3.5,4.25,23,0
610,770,3.5,4.45,24,1
540,780,2.0,3.79,23,0
530,740,2.5,4.74,25,0
500,770,2.0,3.66,21,0
720,750,5.5,4.71,24,1
570,770,4.0,4.33,22,0
570,690,6.0,3.59,25,0
510,700,6.0,3.43,36,0
720,780,2.0,4.81,20,1
520,760,2.5,3.46,22,0
480,690,3.5,3.42,21,0
680,690,3.5,4.37,22,0
490,690,3.5,4.38,24,0
610,710,4.5,3.36,20,0
480,700,6.0,4.8,31,0
640,780,3.5,3.64,21,1
610,740,2.0,4.51,22,0
480,730,4.0,4.31,25,0
540,690,6.0,4.46,21,0
590,770,3.5,4.36,20,0
640,760,4.5,4.24,24,1
510,790,2.5,3.32,21,0
570,740,6.0,4.84,22,0
550,790,2.0,3.44,22,0
580,770,6.0,3.77,22,0
630,770,4.5,4.78,22,1
550,780,5.0,4.34,22,0
540,730,2.0,4.02,24,0
520,800,6.0,3.61,22,0
700,730,3.5,4.66,22,0
670,700,3.0,4.24,25,0
520,700,5.5,4.4,24,0
660,800,4.5,4.76,25,1
520,750,2.5,3.49,22,0
550,690,3.5,4.67,25,0
640,800,4.5,3.52,23,1
640,690,5.5,4.17,22,0
680,790,3.5,4.72,20,1
510,770,2.5,3.69,22,0
630,760,3.5,3.78,42,1
660,740,5.5,4.13,25,0
580,690,2.5,4.65,22,0
650,690,3.5,3.92,22,0
580,750,3.0,4.0,24,0
540,720,2.0,4.42,23,0
480,790,2.5,4.43,25,0
500,710,4.5,4.05,23,0
530,790,4.5,4.59,31,0
650,780,4.5,4.59,36,1
680,720,6.0,3.92,21,0
680,760,6.0,3.65,20,1
610,750,2.5,3.63,22,1
710,780,3.0,3.31,24,1
580,740,4.5,4.67,22,0
670,780,4.5,4.52,22,1
540,780,3.5,4.74,22,0
580,680,6.0,4.47,25,0
670,770,4.0,3.55,24,1
690,790,5.0,4.41,21,1
550,750,3.0,4.35,24,0
480,710,3.5,3.91,22,0
550,800,4.5,4.08,23,0
610,760,4.5,4.6,22,1
600,750,4.0,4.58,24,1
630,780,5.0,4.0,21,1
540,800,4.5,4.48,24,0
670,700,2.5,3.7,42,0
480,700,4.0,3.41,22,0
600,770,5.0,4.44,21,1
520,720,3.5,4.15,25,0
600,750,5.5,3.97,31,1
670,730,5.5,3.6,20,0
650,730,5.5,4.65,21,0
660,690,2.0,3.93,23,0
510,750,4.5,3.91,25,0
610,750,2.5,4.1,25,1
600,680,2.5,3.92,36,0
520,690,3.0,3.76,24,0
620,720,5.5,4.33,22,0
710,710,3.5,4.26,21,0
700,800,3.5,3.44,22,1
510,770,3.5,3.36,21,0
710,760,2.0,3.59,21,1
600,720,6.0,3.55,22,0
540,710,5.0,3.54,22,0
550,680,3.5,4.08,23,0
630,680,6.0,4.11,22,0
640,750,2.5,3.44,22,1
660,800,4.0,3.92,23,1
640,790,3.0,3.85,23,1
480,750,3.5,3.49,22,0
600,760,6.0,3.76,23,1
580,780,4.5,4.5,21,0
510,760,2.5,4.22,31,0
550,680,2.5,4.64,22,0
650,770,5.0,3.77,36,1
580,750,2.5,3.41,24,0
720,690,2.0,3.77,21,0
720,790,4.5,4.48,42,1
680,710,4.5,4.29,22,0
590,690,6.0,3.65,22,0
570,800,5.5,3.88,24,0
500,680,2.0,3.76,22,0
500,710,4.5,3.68,21,0
540,770,5.0,3.96,23,0
580,790,3.5,3.83,21,0
540,800,2.5,3.7,22,0
520,690,3.0,3.36,24,0
580,700,4.0,3.77,24,0
690,710,3.5,3.48,22,0
500,800,2.0,3.44,23,0
620,720,5.5,3.39,22,0
510,750,2.0,3.99,25,0
540,780,3.5,3.79,36,0
570,730,3.0,4.48,20,0
590,710,5.5,4.75,25,0
680,710,5.0,4.49,25,0
660,730,4.5,3.76,42,0
530,730,3.5,3.79,22,0
590,750,3.5,4.15,23,0
570,710,6.0,4.73,20,0
710,800,4.5,4.42,22,1
690,710,5.0,3.72,23,0
640,790,2.0,3.59,21,1
500,730,2.5,3.41,21,0
530,710,2.0,4.2,31,0
710,770,4.0,4.77,24,1
520,730,2.0,4.3,22,0
690,680,2.5,4.14,22,0
520,700,4.5,4.05,22,0
690,740,2.5,4.13,36,0
660,740,2.0,4.42,24,0
670,740,3.5,4.6,21,0
570,800,5.5,4.4,24,0
670,750,3.5,4.54,31,1
620,790,6.0,3.31,22,1
560,740,2.0,3.78,23,0
590,770,3.5,3.41,21,0
480,740,5.5,3.41,24,0
540,770,6.0,4.09,24,0
600,700,2.5,4.07,20,0
490,790,4.5,4.72,22,0
580,750,6.0,4.23,22,0
660,700,2.0,3.31,22,0
560,780,2.5,4.27,25,0
650,680,4.0,3.81,22,0
610,750,5.5,3.67,23,1
490,750,5.0,4.72,24,0
510,680,4.0,3.32,25,0
610,760,5.5,4.62,22,1
690,750,4.0,4.05,23,1
580,800,4.5,4.02,21,0
550,700,3.0,4.0,22,0
680,800,4.0,4.5,36,1
490,790,5.0,3.48,22,0
580,800,2.0,4.0,24,0
680,750,5.5,4.56,36,1
690,730,2.5,3.39,23,0
510,710,2.0,4.49,24,0
490,760,5.5,4.61,22,0
510,770,5.5,3.72,31,0
610,690,2.5,4.82,24,0
500,730,3.5,3.67,24,0
710,800,4.0,4.1,21,1
560,690,3.0,4.78,20,0
490,730,3.5,3.88,22,0
650,700,5.0,4.82,23,0
590,710,5.0,3.99,31,0
550,720,5.0,4.84,24,0
570,730,3.5,4.66,24,0
660,770,2.5,3.61,24,1
530,780,2.0,3.97,20,0
510,760,2.5,4.85,21,0
610,710,6.0,3.62,23,0
700,680,6.0,3.37,24,0
700,740,3.0,4.83,24,0
540,720,4.0,3.96,22,0
700,710,3.0,3.49,24,0
650,800,2.0,4.78,20,1
640,700,6.0,4.21,21,0
650,730,2.5,4.82,25,0
630,720,3.5,3.99,23,0
490,750,2.0,3.74,36,0
660,790,5.5,4.52,21,1
600,730,2.0,4.72,22,0
560,780,3.5,3.47,31,0
720,730,6.0,4.27,24,0
670,790,2.0,4.07,22,1
650,800,4.0,4.14,22,1
660,800,4.0,3.8,22,1
710,800,6.0,3.74,25,1
540,750,6.0,3.31,22,0
480,690,3.5,3.51,24,0
580,780,4.0,4.7,21,0
690,800,3.5,3.65,22,1
590,680,3.5,4.11,42,0
650,740,2.5,3.39,25,0
640,800,4.0,3.94,21,1
510,800,5.5,3.79,24,0
500,770,4.0,3.5,31,0
630,770,4.5,4.48,31,1
680,750,6.0,4.03,31,1
590,720,4.5,3.57,22,0
720,780,2.0,4.84,22,1
480,730,2.5,4.01,23,0
530,680,6.0,3.56,22,0
600,800,4.5,4.71,42,1
550,780,5.0,3.79,23,0
660,680,3.5,4.55,22,0
610,770,4.5,4.47,22,1
500,710,5.0,4.81,22,0
610,720,3.5,3.81,22,0
650,710,5.5,3.43,23,0
660,800,5.0,3.62,22,1
570,800,3.0,4.55,21,0
690,790,3.0,4.7,31,1
520,690,4.5,4.38,23,0
720,760,5.5,4.66,21,1
720,780,6.0,4.47,42,1
540,790,6.0,3.95,21,0
570,710,3.5,4.66,23,0
660,780,5.5,3.75,23,1
680,700,2.0,4.38,22,0
480,760,2.5,4.53,22,0
530,710,5.5,4.63,22,0
490,700,2.0,3.78,24,0
640,730,4.0,3.69,21,0
600,790,2.5,3.43,21,1
640,770,6.0,4.11,21,1
640,800,5.0,4.44,23,1
710,700,5.0,4.35,42,0
720,740,5.0,3.53,20,0
690,740,4.0,3.64,21,0
550,800,4.0,4.74,22,0
580,720,2.0,3.75,21,0
510,700,2.5,3.85,42,0
590,710,5.0,3.6,25,0
540,790,2.0,4.78,21,0
720,730,4.5,4.7,42,0
580,750,5.0,4.23,20,0
480,790,2.0,4.54,36,0
570,750,4.0,3.89,31,0
590,790,5.0,4.19,24,0
590,710,5.0,4.59,20,0
490,790,5.5,4.44,23,0
670,800,5.0,3.39,23,1
590,690,4.5,3.42,23,0
700,760,5.5,4.16,25,1
680,690,2.5,3.56,36,0
670,680,2.5,4.58,21,0
490,770,5.5,3.47,21,0
630,750,5.0,3.46,20,1
480,750,4.0,4.32,22,0
480,750,4.5,4.43,22,0
640,790,5.0,3.6,25,1
570,770,6.0,3.62,22,0
560,790,2.0,4.63,22,0
550,690,3.0,4.45,25,0
690,730,5.0,3.91,24,0
620,710,5.5,3.75,42,0
520,780,4.5,4.51,22,0
690,790,3.0,4.01,36,1
500,760,2.5,3.42,24,0
690,760,4.0,3.52,24,1
600,770,6.0,3.84,22,1
700,710,2.0,3.56,22,0
560,780,3.5,4.22,24,0
720,790,3.5,3.77,25,1
510,780,5.0,4.36,23,0
530,730,4.0,3.96,24,0
610,690,4.0,3.88,23,0
540,700,3.0,3.33,25,0
630,800,2.5,4.55,22,1
620,690,2.5,4.54,25,0
710,790,3.5,4.07,36,1
480,720,4.5,4.19,21,0
640,800,6.0,3.32,25,1
710,750,2.5,4.14,21,1
530,740,5.0,3.72,23,0
520,760,3.0,3.66,23,0
600,790,3.0,4.26,31,1
580,770,6.0,3.75,22,0
490,780,3.0,4.72,22,0
550,720,3.0,3.87,25,0
650,680,4.0,3.45,21,0
650,800,5.5,3.61,21,1
480,720,4.0,4.27,21,0
590,750,5.0,3.34,24,0
530,800,2.0,4.64,23,0
500,780,4.0,4.82,24,0
720,800,3.0,4.06,36,1
660,800,2.5,3.58,22,1
520,710,5.5,3.75,23,0
640,700,5.0,4.59,22,0
580,710,2.5,3.71,25,0
520,780,3.0,3.32,21,0
610,710,3.0,3.67,36,0
540,690,4.0,3.51,20,0
640,740,5.5,4.63,22,0
640,800,6.0,4.62,42,1
710,720,3.5,4.22,22,0
480,750,2.5,4.72,24,0
550,680,3.5,3.89,24,0
520,740,2.5,3.78,21,0
650,770,2.0,3.65,22,1
640,750,3.5,4.68,42,1
530,710,4.0,3.48,22,0
720,710,2.0,4.45,22,0
570,710,6.0,4.16,31,0
560,800,5.5,4.77,25,0
520,690,4.5,3.97,22,0
500,780,5.5,4.58,22,0
570,700,4.5,4.14,25,0
600,740,4.0,3.54,25,0
640,740,3.5,4.6,25,0
700,740,4.5,3.49,31,0
600,780,3.0,3.31,23,1
590,790,2.5,4.03,42,0
610,730,2.0,4.16,31,0
520,770,6.0,3.73,21,0
500,680,4.5,4.38,22,0
720,750,2.5,3.78,25,1
710,720,4.5,4.25,36,0
500,750,4.0,3.33,24,0
720,750,3.0,3.71,21,1
660,720,3.0,4.45,23,0
630,790,3.0,3.37,24,1
660,720,5.5,4.29,22,0
520,770,4.0,4.32,22,0
630,700,2.0,4.32,23,0
700,780,5.5,4.73,23,1
570,720,4.0,4.53,21,0
510,800,5.0,3.46,25,0
550,720,2.5,4.56,42,0
490,690,4.5,3.51,21,0
670,740,2.5,4.22,20,0
680,760,2.0,4.09,24,1
590,780,4.0,4.57,36,0
540,770,5.0,4.54,21,0
680,700,2.0,4.42,23,0
600,710,6.0,4.67,21,0
530,740,4.0,3.6,36,0
520,690,6.0,4.72,23,0
590,680,3.5,3.66,23,0
570,790,5.0,3.93,21,0
510,800,3.0,4.53,42,0
570,720,6.0,4.44,23,0
590,760,5.5,4.71,22,0
630,770,3.0,4.59,36,1
490,680,5.5,4.09,31,0
590,710,5.5,3.47,24,0
570,710,5.0,3.63,21,0
680,760,3.0,4.5,36,1
540,750,2.0,4.11,24,0
650,790,3.0,3.92,23,1
690,730,3.0,3.79,22,0
600,770,2.5,3.82,25,1
500,730,2.5,4.04,31,0
650,730,5.5,4.08,25,0
660,790,2.5,3.98,21,1
720,720,2.5,3.63,24,0
590,680,5.0,4.72,20,0
710,720,4.0,4.73,23,0
550,790,5.5,4.63,22,0
600,770,6.0,4.67,36,1
560,740,4.5,4.27,23,0
570,740,3.0,4.73,25,0
720,680,4.5,3.37,23,0
510,770,2.5,4.28,22,0
610,720,2.0,3.73,24,0
620,680,4.0,3.81,24,0
700,740,3.5,4.6,42,0
650,740,2.0,3.76,42,0
620,740,3.0,3.67,23,0
680,760,2.0,4.62,22,1
550,750,6.0,4.74,22,0
580,680,5.5,4.85,31,0
580,790,4.0,3.88,25,0
680,730,2.0,4.35,42,0
500,740,2.5,3.42,24,0
600,760,3.0,3.4,25,1
630,790,3.0,4.29,22,1
720,680,2.0,4.42,36,0
570,760,3.5,3.57,23,0
480,770,3.0,3.58,22,0
710,730,3.5,3.98,25,0
710,690,4.0,4.25,21,0
530,760,6.0,3.79,36,0
510,690,2.5,4.75,24,0
680,730,4.0,4.52,25,0
600,730,3.5,3.78,22,0
580,740,4.0,3.54,22,0
530,710,3.5,3.49,25,0
620,780,2.0,3.79,20,1
620,720,2.0,4.14,25,0
580,800,4.0,4.14,21,0
650,770,6.0,4.82,22,1
660,760,5.5,4.38,24,1
700,790,5.5,3.92,25,1
600,710,3.5,4.56,23,0
620,690,4.0,4.01,23,0
700,730,5.5,3.38,23,0
510,730,3.0,3.88,24,0
640,690,5.5,3.52,23,0
650,790,3.5,3.48,23,1
640,760,4.0,4.37,42,1
540,770,4.0,3.52,22,0
600,800,3.0,4.59,22,1
530,740,5.0,4.66,20,0
480,750,6.0,3.8,22,0
540,720,3.5,4.64,22,0
600,750,5.0,3.44,25,1
700,790,3.5,3.43,36,1
680,720,5.5,4.53,22,0
620,780,2.0,3.88,22,1
690,730,6.0,4.21,24,0
660,680,3.5,3.34,23,0
630,770,4.5,3.57,24,1
680,780,5.0,3.31,23,1
660,770,4.5,4.3,25,1
490,750,3.5,3.7,22,0
660,700,3.0,4.64,24,0
510,780,5.5,3.79,42,0
690,750,6.0,4.61,23,1
590,740,3.0,4.4,20,0
540,730,4.5,4.2,23,0
520,750,2.5,3.62,23,0
650,760,3.5,4.8,22,1
580,690,2.0,3.69,23,0
550,680,4.5,3.43,24,0
540,800,3.0,4.42,22,0
710,730,4.5,4.77,24,0
570,770,3.5,3.67,24,0
690,800,3.5,4.33,22,1
490,760,6.0,4.68,21,0
480,730,4.0,3.74,36,0
500,790,4.5,3.74,25,0
670,780,4.5,4.55,23,1
600,780,6.0,4.39,20,1
660,800,2.0,4.67,23,1
500,720,5.0,4.38,22,0
670,700,3.5,4.21,21,0
590,680,3.0,4.74,25,0
550,760,4.5,3.68,21,0
550,700,3.5,4.64,23,0
670,740,4.0,4.18,24,0
650,710,3.5,3.35,42,0
700,740,2.0,4.26,21,0
670,800,5.0,4.03,24,1
510,800,4.0,4.0,21,0
540,790,5.0,3.54,36,0
650,680,2.5,4.29,20,0
600,710,5.5,4.65,23,0
670,740,2.0,4.85,22,0
580,760,3.5,4.67,23,0
640,720,2.5,3.73,20,0
570,780,2.5,4.5,42,0
610,770,5.0,4.69,25,1
520,690,5.5,3.46,23,0
500,690,6.0,4.63,22,0
690,800,3.0,4.46,24,1
680,790,6.0,4.74,22,1
530,680,4.0,3.3,23,0
670,770,5.0,3.62,23,1
480,760,4.0,4.8,24,0
670,730,3.5,3.92,42,0
530,740,2.0,4.67,25,0
620,730,4.5,3.82,23,0
650,720,2.5,3.74,21,0
500,700,5.0,3.31,25,0
530,800,4.5,4.6,25,0
650,780,5.5,4.79,36,1
600,710,3.0,4.15,23,0
680,730,3.5,3.77,24,0
700,700,5.0,4.55,23,0
490,770,3.5,4.24,21,0
600,710,4.0,4.5,42,0
610,730,4.5,3.42,23,0
490,700,6.0,4.19,22,0
670,750,3.0,4.66,23,1
560,740,3.5,4.09,20,0
720,750,4.5,4.46,21,1
720,780,6.0,4.32,24,1
480,740,2.0,3.56,23,0
550,800,3.0,4.5,25,0
700,760,3.5,3.64,36,1
620,680,5.0,4.48,22,0
590,750,2.5,4.33,22,0
680,760,4.5,4.23,24,1
590,750,3.5,4.79,24,0
660,730,3.5,3.94,25,0
500,800,5.0,3.48,25,0
630,800,2.5,3.8,22,1
490,680,2.5,3.84,23,0
670,730,6.0,3.69,23,0
720,770,2.5,3.97,23,1
630,680,5.5,4.71,23,0
630,740,4.0,4.41,22,0
500,740,5.0,4.43,22,0
670,730,3.0,3.78,22,0
660,750,5.0,3.99,23,1
660,700,3.0,3.6,22,0
490,690,5.5,4.8,31,0
540,730,2.0,3.57,21,0
580,790,3.0,4.36,25,0
490,800,3.0,4.68,22,0
550,700,2.0,4.06,36,0
520,730,3.0,4.48,24,0
550,690,4.5,4.41,25,0
530,800,4.5,4.82,20,0
610,740,4.5,4.16,21,0
500,760,4.5,3.34,22,0
700,690,3.5,4.72,22,0
680,780,6.0,4.03,24,1
710,800,4.5,4.19,22,1
540,690,5.5,3.63,31,0
640,690,2.0,3.64,23,0
570,760,6.0,3.99,23,0
630,700,5.5,3.87,20,0
670,780,2.5,3.72,23,1
700,750,4.0,3.63,21,1
570,720,2.5,4.1,22,0
570,760,3.5,4.01,21,0
500,700,3.5,4.15,25,0
600,760,4.5,3.64,21,1
570,760,3.0,4.19,21,0
580,720,4.0,3.98,22,0
610,720,3.0,4.01,22,0
540,790,5.5,4.01,25,0
670,690,5.0,4.54,22,0
530,700,4.5,4.77,25,0
680,790,4.5,4.49,23,1
670,700,5.0,4.75,24,0
650,710,3.0,4.48,24,0
480,760,4.5,4.52,22,0
550,710,3.5,4.65,22,0
490,680,4.0,4.67,42,0
520,710,2.0,4.16,24,0
520,700,3.5,4.38,22,0
680,700,6.0,3.77,36,0
620,720,4.5,3.87,24,0
610,750,3.5,4.53,23,1
580,690,3.0,4.49,22,0
490,790,6.0,3.37,24,0
640,770,2.5,4.72,42,1
670,800,3.5,4.28,21,1
530,750,3.5,4.08,20,0
610,720,4.0,3.94,23,0
480,780,6.0,4.19,22,0
640,800,3.0,4.02,20,1
690,760,4.5,3.94,20,1
480,740,2.5,3.62,23,0
510,700,4.5,3.47,42,0
720,710,2.0,4.24,22,0
620,750,4.5,3.8,20,1
700,780,4.5,3.97,24,1
630,730,4.0,4.48,22,0
610,770,5.0,4.82,25,1
640,700,4.0,4.77,24,0
520,720,3.0,4.56,22,0
700,740,3.5,3.83,22,0
610,690,5.0,3.37,23,0
590,730,5.0,4.33,24,0
500,690,6.0,4.49,21,0
590,750,3.5,3.41,22,0
580,800,2.0,3.58,24,0
490,770,4.0,3.38,21,0
660,690,4.5,4.24,23,0
640,750,3.5,4.75,24,1
710,790,5.5,4.21,23,1
680,690,3.5,4.02,23,0
720,720,2.5,4.29,22,0
610,790,5.5,4.36,24,1
520,780,5.5,3.94,42,0
660,800,4.0,4.17,21,1
720,710,2.5,3.93,42,0
530,680,4.0,3.36,21,0
530,780,2.0,3.8,25,0
610,690,3.5,4.12,23,0
710,720,3.0,3.5,25,0
550,800,3.5,4.01,20,0
630,760,4.5,3.54,23,1
610,730,5.5,4.72,36,0
490,710,4.0,4.64,36,0
650,760,2.0,4.63,22,1
650,780,3.0,3.47,31,1
640,720,4.5,4.81,22,0
510,690,6.0,4.77,36,0
570,800,3.0,4.2,22,0
560,740,2.5,4.85,23,0
710,700,2.5,4.45,21,0
690,690,3.0,3.38,21,0
720,770,3.0,3.69,21,1
620,800,3.5,3.47,25,1
680,730,2.5,3.4,22,0
680,680,3.5,4.11,42,0
700,730,3.5,4.8,22,0
490,730,2.0,4.79,22,0
520,720,6.0,3.33,22,0
